MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,Latitude,Longitude,EsConfortable
15.9,33.6,0.0,15.8,11.9,41.0,26.0,20.0,15.0,11.0,1016.3,1011.2,0.0,0.0,25.0,32.8,0,0.0,0,-23.698,133.8807,0
2.0,18.0,0.0,4.2,6.8,35.0,6.0,19.0,62.0,33.0,1022.1,1018.3,2.0,6.0,9.6,17.4,0,0.0,0,-23.698,133.8807,0
6.7,16.3,0.4,3.3200000000000003,7.24,54.0,28.0,37.0,76.0,57.0,1021.0,1021.4,6.0,5.8,12.3,15.9,0,0.0,0,-38.1026,147.0654,0
15.4,23.6,0.0,6.0,9.8,44.0,19.0,15.0,64.0,73.0,1022.3,1017.1,5.0,1.0,21.4,21.5,0,0.0,0,-30.2962,153.114,0
12.0,13.7,0.2,3.4,1.7,43.0,17.0,28.0,70.0,55.0,1016.4,1020.1,7.0,7.0,12.4,13.1,0,16.4,1,-42.8821,147.3272,0
13.5,19.2,18.8,7.2,9.5,50.0,11.0,31.0,68.0,63.0,1005.0,1007.5,4.2,4.8,15.9,16.7,1,0.0,0,-42.8821,147.3272,0
9.7,22.7,0.0,2.6,9.6,41.0,15.0,24.0,64.0,30.0,1026.0,1020.9,3.0,3.0,14.2,21.4,0,0.0,0,-42.8821,147.3272,0
12.6,17.1,0.6,6.639999999999999,1.5799999999999998,33.0,22.0,17.0,72.0,71.0,1032.2,1030.9,2.0,2.0,15.6,17.1,0,0.0,0,-34.4278,150.8931,0
6.4,17.1,0.0,1.6,7.7,37.0,24.0,17.0,69.0,46.0,1032.6,1028.9,7.0,7.0,8.9,16.6,0,0.0,0,-31.9402,115.9674,0
13.7,18.5,1.6,4.839999999999999,4.779999999999999,59.0,11.0,11.0,62.0,57.0,1002.9,1002.8,4.0,7.0,15.6,17.7,1,12.4,1,-34.4278,150.8931,0
17.4,26.1,0.0,6.2,8.9,46.0,19.0,26.0,66.0,47.0,1016.1,1012.1,7.0,1.0,19.5,25.4,0,0.0,0,-31.9402,115.9674,0
4.1,17.8,0.0,3.4,8.0,33.0,7.0,20.0,76.0,49.0,1021.3,1018.9,2.6,5.2,10.6,16.7,0,0.0,0,-34.4747,138.9961,0
18.0,25.4,0.8,5.2,6.0,41.0,24.0,26.0,73.0,59.0,1024.8,1023.6,5.0,7.0,21.2,24.0,0,0.0,0,-33.9399,151.1753,0
0.2,12.2,0.0,1.52,9.74,29.4,6.8,13.0,88.8,59.0,1028.6,1027.6,3.4,3.6,6.540000000000001,12.0,0,0.0,0,-41.4332,147.1572,0
14.1,24.8,0.6,5.96,9.320000000000002,37.0,9.0,19.0,76.0,46.0,1017.06,1014.72,3.4,2.8,17.9,22.9,0,0.0,0,-32.9829,121.6309,1
23.1,36.8,0.2,11.52,11.62,46.0,28.0,17.0,39.0,17.6,1011.0,1008.2,1.0,2.0,28.2,36.1,0,0.0,0,-31.495,145.839,0
8.1,17.3,2.0,5.28,7.6,30.0,7.0,6.0,94.0,58.0,1021.1,1020.3,8.0,7.0,12.1,16.7,1,0.0,0,-31.669,116.0197,0
12.4,18.7,6.4,5.4,6.0600000000000005,28.0,0.0,9.0,97.0,65.0,1024.58,1022.7,8.0,4.4,14.3,18.6,1,0.0,0,-41.4332,147.1572,0
15.2,18.4,2.0,1.8,1.2,41.0,20.0,22.0,96.0,75.0,1009.8,1013.5,8.0,8.0,15.4,16.9,1,0.4,0,-38.3598,141.6032,0
15.3,18.9,2.4,3.2,0.0,59.0,28.0,33.0,91.0,91.0,1019.5,1014.5,8.0,8.0,15.4,16.7,1,36.0,1,-29.0408,167.9547,0
3.7,18.6,0.0,2.4,3.3,39.0,13.0,22.0,63.0,33.0,1020.2,1014.9,7.0,8.0,9.8,17.8,0,2.6,1,-34.208,142.1246,0
4.9,20.6,0.0,15.8,8.5,28.0,11.0,0.0,74.0,35.0,1023.1,1019.5,3.0,2.0,12.1,20.3,0,0.0,0,-29.4648,149.8343,0
20.2,26.0,0.0,7.8,10.1,29.8,6.0,24.0,84.0,74.0,1014.9,1012.7,8.0,1.0,22.0,24.4,0,0.0,0,-35.0228,117.8814,0
-0.3,7.9,0.0,4.08,7.360000000000001,9.0,4.0,4.0,98.0,92.0,1016.48,1014.72,7.0,7.0,0.8,7.8,0,0.4,0,-41.4332,147.1572,0
9.0,21.8,0.0,2.4,9.04,33.0,15.0,17.0,66.0,47.0,1018.9,1013.6,3.0,5.0,16.7,20.4,0,0.2,0,-30.2962,153.114,0
5.4,18.0,0.0,3.6,9.3,31.0,11.0,20.0,76.0,39.0,1019.5,1015.4,1.0,7.0,10.7,16.7,0,0.0,0,-34.208,142.1246,0
16.5,21.4,3.4,4.0,0.5,57.0,35.0,35.0,61.0,90.0,1013.3,1012.9,5.0,8.0,20.8,16.4,1,59.0,1,-30.2962,153.114,0
7.2,15.1,0.0,0.8,1.2,17.0,11.0,7.0,89.0,71.0,1025.8,1023.7,7.0,6.0,9.2,14.0,0,0.0,0,-35.1082,147.3598,0
21.3,22.8,0.2,4.659999999999999,2.72,43.0,9.0,19.0,84.8,81.4,1007.7,1007.9,7.2,7.8,22.7,18.3,0,39.6,1,-33.8789,150.743,0
14.4,33.9,0.0,9.2,13.2,26.0,15.0,9.0,44.0,14.0,1016.5,1012.7,2.0,4.0,20.3,31.1,0,0.0,0,-34.208,142.1246,0
7.0,21.0,0.0,0.8,9.5,24.0,0.0,11.0,94.0,57.0,1025.2,1023.1,3.8,2.8,11.3,20.3,0,0.2,0,-37.9144,141.2692,0
15.1,21.3,15.4,2.96,3.6,39.0,20.0,22.0,85.0,65.0,1013.9,1012.8,8.0,7.0,17.3,20.6,1,0.0,0,-34.208,142.1246,0
1.9,14.6,0.0,1.0,3.6,28.0,11.0,13.0,91.0,71.0,1025.7,1024.2,7.0,1.0,5.4,12.9,0,0.0,0,-34.208,142.1246,0
9.5,15.4,3.6,2.2,6.1,48.0,19.0,26.0,91.0,59.0,1005.3,1004.5,8.0,8.0,10.4,13.0,1,0.0,0,-37.8289,140.7821,0
21.2,32.9,0.0,6.959999999999999,10.54,31.0,15.0,22.0,65.0,53.0,1010.4,1006.6,4.6,3.4,28.0,32.6,0,0.0,0,-16.9186,145.7781,0
2.7,13.9,0.1,1.1599999999999997,7.9,22.0,6.0,11.0,82.0,62.0,1015.3,1012.0,4.8,7.2,8.1,13.3,0,0.0,0,-41.4332,147.1572,0
12.4,14.2,1.2,1.0,0.3,24.0,13.0,9.0,94.0,92.0,1019.2,1016.6,8.0,8.0,13.5,13.0,1,22.8,1,-31.495,145.839,0
10.4,14.7,0.0,7.839999999999999,8.400000000000002,33.0,13.0,15.0,77.0,71.0,1032.1,1031.0,4.2,5.6,11.9,13.9,0,0.0,0,-34.9799,116.7314,0
11.4,35.6,0.0,6.0,10.7,41.0,0.0,19.0,100.0,19.0,1017.0,1013.3,5.4,4.8,15.3,33.9,0,0.0,0,-37.9144,141.2692,0
7.4,20.6,0.0,4.5600000000000005,8.24,35.0,15.0,17.0,63.0,33.0,1027.2,1023.3,4.2,2.8,11.0,20.3,0,0.0,0,-25.3444,131.0369,0
10.6,22.0,0.2,4.44,8.599999999999998,31.0,0.0,17.0,84.0,55.0,1013.8,1011.4,4.6,4.4,12.8,20.7,0,1.8,1,-34.9799,116.7314,1
15.0,18.1,0.0,12.0,0.6,46.0,20.0,24.0,74.0,62.0,1021.7,1022.6,8.0,7.0,15.9,17.9,0,0.0,0,-37.8136,144.9631,0
7.4,20.2,6.0,3.72,10.42,37.0,4.0,24.0,68.0,51.0,1030.8,1027.4,8.0,1.0,16.1,19.0,0,1.2,1,-32.7944,151.8347,0
7.5,17.7,0.4,1.4,6.359999999999999,50.0,11.0,22.0,54.0,51.0,1005.3,1004.0,4.0,8.0,14.0,15.8,0,0.0,0,-37.8232,145.0078,0
10.0,20.0,0.0,3.52,9.46,20.0,11.0,15.0,63.0,60.0,1018.8,1016.7,5.0,5.4,15.3,19.0,0,0.0,0,-28.0167,153.4,1
11.4,21.8,0.0,5.5200000000000005,10.46,20.0,9.0,15.0,61.0,59.0,1024.1,1021.3,3.6,2.4,17.1,20.0,0,0.0,0,-28.0167,153.4,1
13.3,21.9,0.2,10.24,10.66,48.0,17.0,22.0,49.0,26.0,1027.6,1025.3,2.8,3.0,14.6,21.4,0,0.0,0,-34.9285,138.6007,0
2.7,22.4,0.0,3.8,11.3,39.0,9.0,7.0,78.0,41.0,1028.9,1024.7,0.0,2.0,10.3,22.2,0,0.0,0,-37.7037,145.0831,0
4.4,16.8,0.0,6.5200000000000005,7.959999999999999,52.0,24.0,26.0,34.0,40.0,1021.9,1020.4,3.0,3.0,12.5,15.5,0,3.0,1,-32.7944,151.8347,0
9.1,13.6,1.4,0.2,2.9,24.0,6.0,11.0,81.0,71.8,1038.9,1036.9,7.4,6.4,10.7,12.3,1,0.4,0,-37.9144,141.2692,0
16.9,29.1,0.0,7.6800000000000015,9.12,22.0,13.0,15.0,87.0,56.0,1012.2,1009.9,8.0,2.8,17.9,28.1,0,0.0,0,-37.9144,141.2692,1
11.7,20.0,0.0,7.2,9.4,54.0,20.0,24.0,52.0,40.0,1013.5,1014.0,3.0,3.0,13.8,17.2,0,0.2,0,-42.8821,147.3272,0
3.5,14.9,0.0,3.2,2.0,43.0,13.0,22.0,64.0,57.0,1027.5,1024.3,6.0,7.0,11.9,13.4,0,1.6,1,-37.7037,145.0831,0
10.0,26.4,0.0,2.6,11.1,28.0,7.0,4.0,76.0,35.0,1018.9,1016.1,2.0,2.0,15.0,25.6,0,0.0,0,-35.1082,147.3598,1
20.4,28.9,0.0,5.4,8.5,30.0,11.0,17.0,70.0,65.0,1014.4,1009.5,5.0,2.0,25.5,27.2,0,0.0,0,-19.259,146.8169,1
10.0,14.6,50.8,7.6,1.0,76.0,11.0,46.0,89.0,59.0,993.4,994.1,7.0,7.0,11.2,13.1,1,5.4,1,-37.669,144.841,0
6.3,23.2,0.0,3.6,4.3,46.0,17.0,24.0,63.0,47.0,1017.3,1010.8,6.4,7.2,12.7,21.4,0,24.6,1,-37.9144,141.2692,0
1.1,19.5,0.2,3.4,8.8,57.0,9.0,39.0,76.0,30.0,1012.5,1009.8,1.0,3.0,9.3,18.6,0,0.0,0,-38.1026,147.0654,0
17.0,32.6,3.0,4.4,12.6,35.0,9.0,11.0,100.0,40.0,1017.8,1016.5,7.0,4.0,20.1,30.7,1,0.0,0,-37.9144,141.2692,0
9.0,14.1,20.6,3.6,0.0,48.0,28.0,26.0,87.0,87.0,1013.5,1013.7,8.0,8.0,10.8,12.0,1,5.2,1,-37.669,144.841,0
9.0,25.7,0.0,7.0,10.8,43.0,13.0,26.0,72.0,40.0,1011.4,1007.7,2.0,6.0,17.6,24.3,0,0.0,0,-37.8289,140.7821,0
12.8,20.3,11.8,2.4,5.819999999999999,45.4,15.0,19.0,82.0,60.0,1002.0,1003.2,8.0,6.0,13.8,16.6,1,7.6,1,-35.0228,117.8814,0
6.3,17.3,0.0,2.0,10.580000000000002,31.0,17.0,17.0,49.0,40.0,1022.0,1021.8,0.0,0.0,13.6,16.5,0,0.0,0,-30.2962,153.114,0
3.1,9.2,10.2,1.48,2.52,39.0,20.0,24.0,90.0,65.0,1005.1,1002.1,8.0,6.4,3.6,7.2,1,1.4,1,-35.2809,149.13,0
8.8,28.4,0.0,6.88,9.62,43.0,9.0,28.0,66.0,27.0,1021.2,1017.5,6.0,8.0,17.5,26.4,0,0.0,0,-38.1026,147.0654,0
0.2,13.5,0.0,1.84,8.120000000000001,31.0,11.0,15.0,90.0,56.0,1025.9,1024.1,6.0,2.0,8.0,12.7,0,0.0,0,-37.5622,143.8503,0
10.4,18.9,0.6,2.3600000000000003,6.279999999999999,30.0,7.0,11.0,75.2,57.6,1020.0,1018.7,3.6,4.8,14.9,18.0,0,3.4,1,-34.0278,115.1058,1
13.4,32.7,0.0,7.0,12.6,30.0,2.0,19.0,28.0,13.0,1015.9,1012.5,1.0,2.0,26.3,32.5,0,0.0,0,-23.698,133.8807,0
8.1,25.7,0.0,3.76,9.52,22.0,9.0,13.0,67.0,27.0,1024.2,1019.6,0.6,2.4,15.1,25.0,0,0.0,0,-36.0737,146.9135,0
7.1,23.1,0.0,2.4,8.4,33.0,7.0,15.0,79.0,54.0,1016.5,1013.6,3.0,6.0,16.5,21.5,0,0.0,0,-34.4747,138.9961,0
14.2,29.3,0.6,7.0,11.6,44.0,19.0,20.0,71.0,33.0,1009.9,1006.7,3.0,4.0,17.4,26.5,0,0.0,0,-31.199,136.8206,0
1.6,22.2,0.0,2.56,9.3,37.0,11.0,6.0,52.0,23.0,1033.8,1029.9,0.0,0.0,12.9,22.0,0,0.0,0,-31.669,116.0197,0
5.8,18.9,0.0,3.2,6.9,43.0,7.0,30.0,54.0,30.0,1028.6,1026.0,5.0,5.0,10.9,18.0,0,0.0,0,-23.698,133.8807,0
-1.6,13.6,0.4,2.6,8.52,35.0,0.0,17.0,82.0,43.0,1025.3,1022.7,2.4,3.0,4.6,13.1,0,0.0,0,-35.4244,149.0888,0
17.9,36.5,0.0,8.6,12.0,46.0,17.0,22.0,17.0,6.0,1009.2,1005.7,1.0,1.0,27.4,34.9,0,0.0,0,-31.495,145.839,0
10.5,21.3,0.4,5.360000000000001,8.38,35.0,6.0,13.0,99.0,60.0,1021.5,1020.2,7.2,4.0,15.3,20.5,0,0.6,0,-34.0278,115.1058,1
14.3,28.7,0.0,13.6,4.4,50.0,31.0,30.0,50.0,20.0,1013.4,1011.9,0.0,1.0,18.1,27.7,0,0.0,0,-31.199,136.8206,0
18.5,29.4,0.0,7.0,11.8,33.0,15.0,22.0,60.0,49.0,1013.7,1010.2,1.0,1.0,25.0,27.5,0,0.0,0,-16.9186,145.7781,1
15.9,29.2,0.0,7.360000000000001,10.3,48.0,19.0,17.0,40.0,19.0,1027.7,1024.0,0.6,1.0,20.0,28.7,0,0.0,0,-31.669,116.0197,0
18.2,23.7,0.0,4.84,9.98,35.0,17.0,24.0,85.0,74.0,1018.6,1017.3,6.6,5.0,20.6,21.1,0,0.0,0,-34.9799,116.7314,0
11.7,23.1,0.0,5.2,9.7,37.0,7.0,19.0,62.0,50.0,1021.4,1020.0,7.0,7.0,18.8,20.7,0,0.0,0,-31.9505,115.8605,1
6.2,23.1,18.6,3.2,8.04,31.0,0.0,11.0,100.0,36.0,1016.2,1013.8,7.6,1.8,12.4,22.0,1,0.2,0,-37.8232,145.0078,0
4.2,17.5,0.0,2.2,4.8,35.0,4.0,20.0,85.0,60.0,1025.8,1022.4,7.0,6.0,8.7,15.8,0,0.0,0,-35.2809,149.13,0
2.4,15.0,0.2,1.0,1.6,24.0,7.0,7.0,99.0,71.0,1013.5,1009.2,7.0,7.0,4.0,12.8,0,3.4,1,-37.7037,145.0831,0
9.5,17.7,0.0,2.4,4.9,41.0,22.0,26.0,53.0,76.0,1026.7,1026.6,4.0,7.0,15.5,16.3,0,4.0,1,-30.2962,153.114,0
8.7,27.8,0.0,7.6,12.6,33.0,9.0,20.0,54.0,32.0,1009.4,1006.4,1.0,2.0,15.8,25.4,0,0.0,0,-37.669,144.841,0
10.9,18.7,5.2,0.6,6.0,57.0,20.0,31.0,55.0,31.0,1008.7,1003.6,7.0,3.0,13.8,16.9,1,0.0,0,-33.9399,151.1753,0
9.7,26.7,0.0,3.0,9.7,35.8,13.0,22.0,71.0,48.0,1025.28,1022.3,0.0,1.0,17.3,25.3,0,0.0,0,-31.9402,115.9674,0
13.2,25.9,0.0,6.48,10.8,43.0,17.0,24.0,60.0,48.0,1009.3,1009.3,6.0,6.0,21.8,23.0,0,0.0,0,-31.669,116.0197,0
13.5,22.4,0.0,6.4,3.5,85.0,37.0,50.0,38.0,35.0,1012.7,1003.9,7.0,7.0,16.9,21.2,0,2.6,1,-37.8289,140.7821,0
7.9,21.6,0.0,4.2,9.9,17.0,6.0,6.0,66.0,32.0,1021.4,1017.2,1.0,1.0,13.9,21.0,0,0.0,0,-27.4698,153.0251,0
15.4,32.5,0.0,12.6,13.4,43.0,15.0,13.0,28.0,11.0,1015.1,1011.1,0.0,0.0,23.4,31.1,0,0.0,0,-23.698,133.8807,0
17.9,27.2,0.0,6.6,3.7,31.0,9.0,20.0,73.0,61.0,1014.9,1011.8,7.0,7.0,23.0,26.8,0,0.0,0,-30.2962,153.114,0
14.0,20.7,96.4,12.84,0.32,102.0,11.0,50.0,92.0,90.0,1016.2,1009.6,8.0,8.0,15.8,18.0,1,164.2,1,-34.4278,150.8931,0
2.1,15.5,0.0,4.4,9.02,76.0,15.0,15.0,54.0,30.0,1020.5,1019.48,2.2,2.8,6.6,13.9,0,0.0,0,-35.5294,148.7778,0
19.0,27.3,0.0,8.0,0.9,52.0,11.0,20.0,41.0,33.0,1017.3,1018.1,7.0,8.0,21.9,27.2,0,0.4,0,-35.1082,147.3598,0
20.6,23.2,48.0,3.0,0.8,44.0,24.0,19.0,96.0,92.0,1018.3,1019.1,8.0,8.0,20.6,20.4,1,20.2,1,-30.2962,153.114,0
13.6,19.7,0.8,2.8,9.3,30.0,9.0,15.0,66.0,53.0,1021.5,1019.3,3.0,3.0,17.2,19.0,0,0.0,0,-29.0408,167.9547,1
12.4,23.8,0.2,2.0,4.1,48.0,17.0,20.0,83.0,50.0,1009.4,1001.9,5.2,5.4,13.0,22.8,0,10.2,1,-42.8821,147.3272,0
16.3,22.1,0.0,5.24,9.54,39.0,22.0,24.0,77.0,84.0,1016.94,1015.1,4.0,7.2,19.3,17.7,0,0.6,0,-32.9829,121.6309,0
11.6,22.0,0.2,4.6,10.7,31.0,13.0,17.0,84.0,70.0,1019.7,1016.7,8.0,5.6,13.7,18.7,0,0.0,0,-38.3598,141.6032,1
17.1,22.7,1.0,3.84,7.459999999999999,26.0,13.0,19.0,83.0,79.0,1021.6,1018.6,4.4,4.0,20.4,22.1,0,0.0,0,-33.2809,151.5787,0
18.2,23.6,1.2,8.0,2.9,50.0,13.0,13.0,84.0,60.0,1006.2,1004.6,8.0,7.0,19.9,22.6,1,0.4,0,-31.9505,115.8605,0
11.5,14.6,50.6,3.3199999999999994,2.08,39.0,4.0,17.0,97.0,90.0,1008.9,1010.8,7.4,7.6,12.2,12.9,1,2.4,1,-37.9144,141.2692,0
17.5,29.2,33.8,5.46,4.619999999999999,45.6,0.0,9.0,89.0,66.0,1014.4,1015.32,6.0,6.0,21.0,25.9,1,1.8,1,-32.9283,151.7817,0
5.8,21.8,0.0,4.96,8.5,39.0,7.0,22.0,67.0,59.0,1023.7,1019.1,1.4,5.4,15.6,18.5,0,0.0,0,-34.9799,116.7314,0
9.9,21.2,10.4,3.08,5.08,28.0,2.0,9.0,89.0,58.0,1011.2,1009.3,6.4,5.8,12.3,20.0,1,12.4,1,-35.4244,149.0888,0
14.3,18.6,0.0,2.6,5.4,35.0,13.0,19.0,78.0,54.0,1015.1,1013.6,6.6,6.2,15.4,17.9,0,0.2,0,-34.9285,138.6007,0
3.1,16.6,0.1,1.8,9.1,26.0,9.0,15.0,73.0,36.0,1026.4,1022.6,2.0,2.4,9.0,16.5,0,0.0,0,-34.4747,138.9961,0
11.9,18.7,0.2,3.3600000000000003,2.94,46.0,22.0,15.0,76.0,68.0,1011.3,1007.7,5.2,7.4,14.5,17.8,0,13.2,1,-37.9144,141.2692,0
6.1,12.7,0.0,2.4,7.8,54.0,24.0,20.0,74.0,67.0,1015.9,1012.3,3.0,1.0,8.8,12.0,0,0.0,0,-37.7037,145.0831,0
18.3,37.4,0.0,11.36,10.32,43.0,26.0,9.0,9.0,10.0,1014.6,1010.4,3.4,2.0,29.7,35.7,0,0.0,0,-25.3444,131.0369,0
17.6,29.6,0.0,7.6,8.4,41.0,20.0,17.0,64.0,34.0,1017.2,1014.0,6.0,7.0,21.4,28.4,0,0.0,0,-29.4648,149.8343,0
-4.8,0.1,0.0,1.42,0.4599999999999999,35.0,20.0,17.0,96.0,96.0,1022.82,1022.2,7.6,7.8,-1.6,-0.2,0,0.0,0,-35.5294,148.7778,0
12.9,28.5,0.0,8.2,11.3,52.0,7.0,31.0,43.0,12.0,1021.6,1017.2,0.0,0.0,22.1,26.6,0,0.0,0,-19.259,146.8169,0
14.6,37.0,0.2,10.96,11.78,61.0,13.0,28.0,30.0,12.0,1011.4,1005.7,3.0,2.0,23.7,35.8,0,0.0,0,-36.757,144.2794,0
-1.5,11.8,0.0,2.4400000000000004,7.779999999999999,11.0,6.0,6.0,98.0,67.0,1030.12,1028.66,7.0,4.2,0.7,11.6,0,0.0,0,-41.4332,147.1572,0
1.7,14.0,0.0,3.2400000000000007,7.780000000000001,11.0,2.0,2.0,89.0,60.0,1024.5000000000002,1022.4,6.0,8.0,4.8,13.2,0,0.2,0,-41.4332,147.1572,0
16.2,25.9,0.0,7.12,10.5,30.0,15.0,15.0,49.0,46.0,1023.2,1020.5,3.6,3.6,24.8,24.1,0,0.0,0,-28.0167,153.4,1
18.2,23.1,0.0,5.28,3.4,39.0,0.0,7.0,84.0,80.0,1015.6,1011.4,8.0,8.0,19.6,22.0,0,0.0,0,-34.4278,150.8931,0
1.7,15.9,8.2,1.0,3.94,24.0,2.0,11.0,91.0,64.0,1011.5,1010.2,1.0,4.0,9.5,15.4,1,0.0,0,-36.757,144.2794,0
1.6,13.3,0.0,2.36,8.5,15.0,4.0,6.0,92.0,68.0,1032.1,1030.0,4.2,6.4,7.9,12.8,0,0.0,0,-41.4332,147.1572,0
6.5,13.6,14.0,6.4,9.3,76.0,50.0,50.0,47.0,55.0,1005.1,1008.3,8.0,8.0,10.1,11.4,1,3.2,1,-38.1026,147.0654,0
15.0,21.0,0.0,6.2,11.0,38.2,11.0,19.0,60.0,62.0,1021.1,1019.9,6.0,3.0,18.8,20.0,0,0.0,0,-35.0228,117.8814,1
6.1,15.1,12.8,1.56,1.8,44.0,15.0,22.0,83.0,70.0,1008.7,1010.6,8.0,8.0,9.9,13.1,1,0.0,0,-36.757,144.2794,0
9.9,17.9,13.32,2.84,4.26,56.0,15.0,31.0,88.0,52.0,1027.8,1027.1,8.0,8.0,13.0,15.8,0,38.0,1,-32.7944,151.8347,0
8.8,14.8,0.0,1.2,2.0,56.0,19.0,28.0,56.0,62.0,998.7,990.9,3.0,7.0,14.1,13.6,0,0.0,0,-42.8821,147.3272,0
6.4,23.9,0.2,3.8,8.6,41.0,17.0,20.0,78.0,33.0,1018.2,1012.2,4.0,7.0,14.4,23.4,0,0.0,0,-32.7944,151.8347,0
7.5,22.5,0.0,2.4,10.7,35.2,7.0,15.0,69.0,52.0,1018.9,1013.3,0.0,1.0,12.2,21.8,0,0.0,0,-35.0228,117.8814,0
18.1,30.7,0.0,7.2,10.3,39.0,13.0,24.0,60.0,53.0,1014.3,1012.3,1.0,2.0,26.3,28.9,0,0.0,0,-16.9186,145.7781,0
14.3,20.5,0.2,5.0,4.3,37.0,13.0,28.0,79.0,65.0,1017.0,1012.7,6.0,7.0,15.5,18.3,0,3.0,1,-33.9399,151.1753,0
10.9,27.5,0.0,7.8,7.1,67.0,19.0,11.0,47.0,20.0,1017.1,1011.8,3.0,3.0,17.4,25.7,0,1.6,1,-31.199,136.8206,0
16.1,26.7,0.0,8.52,8.0,37.0,30.0,24.0,73.0,62.0,1015.7,1012.6,5.0,2.6,22.7,25.1,0,0.0,0,-32.7944,151.8347,1
1.7,10.5,0.2,1.42,0.74,11.0,4.0,0.0,99.0,91.0,1015.2,1011.1,8.0,8.0,4.7,10.2,0,14.4,1,-36.0737,146.9135,0
25.6,34.1,0.0,9.2,7.8,41.0,11.0,11.0,77.0,83.0,1011.9,1008.2,5.0,5.0,29.7,27.9,0,13.8,1,-12.4634,130.8456,0
9.9,26.1,0.0,7.2,12.7,52.0,19.0,31.0,49.0,37.0,1014.8,1013.4,3.4,1.0,19.4,23.9,0,0.0,0,-31.669,116.0197,0
1.6,2.4,1.2,5.64,4.32,72.0,30.0,22.0,84.0,60.0,1015.2,1017.56,5.2,5.4,5.74,11.240000000000002,1,0.4,0,-35.5294,148.7778,0
3.9,9.7,2.4,3.0,4.42,65.0,20.0,41.0,98.0,72.0,1013.9,1011.9,1.0,6.0,5.5,9.3,1,4.4,1,-37.5622,143.8503,0
4.2,22.6,0.0,3.0,7.2,17.0,6.0,4.0,91.0,40.0,1023.4,1019.1,8.0,3.0,8.6,22.3,0,0.6,0,-37.7037,145.0831,0
4.9,13.3,0.4,1.2,5.4,26.0,9.0,17.0,74.0,57.0,1023.3,1021.3,1.0,4.0,8.1,11.5,0,0.0,0,-42.8821,147.3272,0
10.6,14.5,2.8,0.8,4.0,41.0,22.0,15.0,95.0,75.0,1024.7,1025.9,8.0,8.0,12.1,12.2,1,0.0,0,-38.3598,141.6032,0
17.6,36.2,0.0,7.2,13.3,61.0,20.0,35.0,21.0,17.0,1009.5,1006.6,1.0,1.0,31.8,36.0,0,0.0,0,-35.1082,147.3598,0
15.2,24.9,0.0,7.4,10.2,43.0,7.0,19.0,62.0,59.0,1022.1,1017.8,2.0,3.0,21.1,22.3,0,0.0,0,-33.8688,151.2093,0
2.8,11.9,0.0,1.0,4.380000000000001,44.0,15.0,17.0,81.0,55.0,1016.3,1012.0,8.0,8.0,7.0,11.2,0,0.6,0,-36.757,144.2794,0
0.9,15.2,0.6,2.8,8.54,28.0,7.0,13.0,67.0,49.0,1030.5,1028.7,5.0,2.0,8.8,13.8,0,0.2,0,-36.757,144.2794,0
4.0,19.9,0.0,3.2,10.5,56.0,24.0,37.0,43.0,22.0,1024.8,1019.1,6.0,2.8,12.1,19.0,0,0.0,0,-31.199,136.8206,0
10.8,18.4,37.4,3.4400000000000004,2.66,35.0,7.0,22.0,100.0,82.0,1002.2,999.6,8.0,8.0,13.4,16.5,1,0.2,0,-36.0737,146.9135,0
21.6,29.5,0.0,3.6,3.9,26.0,7.0,13.0,90.0,58.0,1015.5,1011.9,8.0,4.4,24.8,29.1,0,0.0,0,-19.259,146.8169,0
6.2,25.5,0.0,4.6,10.04,35.4,11.0,11.0,90.0,36.0,1028.9,1024.9,0.8,2.2,12.7,24.0,0,0.0,0,-38.1026,147.0654,0
8.7,13.4,3.0,1.8,3.3,35.0,13.0,22.0,72.0,57.0,1018.7,1018.3,6.0,7.4,9.9,12.3,1,0.0,0,-42.8821,147.3272,0
6.0,24.0,0.0,6.4,10.34,31.0,20.0,13.0,41.0,17.0,1019.1,1014.6,3.2,3.0,15.7,22.7,0,0.0,0,-23.698,133.8807,0
13.0,20.0,5.6,5.92,1.66,50.0,28.0,26.0,88.0,69.0,994.9,994.6,7.6,7.4,15.5,16.5,1,14.4,1,-34.9799,116.7314,0
2.0,24.6,0.0,4.2,10.52,22.0,0.0,13.0,59.0,25.0,1016.9,1012.5,1.8,1.4,12.7,24.2,0,0.0,0,-37.8232,145.0078,0
10.0,21.9,0.2,1.52,5.180000000000001,20.0,7.0,9.0,92.0,64.0,1025.7,1022.0,7.0,8.0,12.6,20.5,0,0.0,0,-38.3598,141.6032,0
15.9,27.9,0.0,5.0,10.5,30.0,17.0,19.0,62.0,52.0,1016.5,1012.8,1.0,1.0,23.3,26.6,0,0.0,0,-16.9186,145.7781,1
9.2,29.3,0.0,7.0,10.18,39.0,17.0,13.0,27.0,19.0,1017.7,1013.4,0.0,0.0,19.2,28.6,0,0.0,0,-14.4647,132.2661,0
9.8,32.2,0.0,9.6,10.9,33.0,6.0,11.0,24.0,7.0,1023.1,1018.4,4.0,1.0,22.0,31.0,0,0.0,0,-23.698,133.8807,0
